psu;marst;occup;educ;diplom;gender;birth_year;industry;beginning;boss;subordinates;duration_weekh;income;wage;job_sat;job_career;children;child_less18;life_sat
Коми АССР, Усинск и Усинский район;;;0 классов школы;;1;2000;;;;;;;;;;;;
Коми АССР, Усинск и Усинский район;5;;техникум с дипломом;5;2;1938;;;;;;;;;;2;0;3
Коми АССР, Усинск и Усинский район;;;0 классов школы;;1;1999;;;;;;;;;;;;
Коми АССР, Усинск и Усинский район;2;служащие конторские и по обслуживанию клиентов;среднее образование - есть аттестат о ср. образовании;4;2;1980;Нефтегазовая промышленность;2002;2;;40;;15000;2;4;2;2;3
Коми АССР, Усинск и Усинский район;4;профессионалы со средним специальным образованием;техникум с дипломом;5;2;1979;Наука, культура;2002;2;;40;7000;7000;5;5;1;1;4
Коми АССР, Усинск и Усинский район;2;;среднее образование - есть аттестат о ср. образовании;4;2;1985;;;;;;;;;;;;3
Коми АССР, Усинск и Усинский район;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1963;Нефтегазовая промышленность;1984;2;;77;;14000;3;4;1;1;3
Коми АССР, Усинск и Усинский район;;;0 классов школы;;2;1999;;;;;;;;;;;;
Коми АССР, Усинск и Усинский район;4;;среднее образование - есть аттестат о ср. образовании;4;1;1948;;;;;;;;;;2;0;3
Коми АССР, Усинск и Усинский район;2;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;2;1966;;;;;;;;;;3;1;1
Коми АССР, Усинск и Усинский район;2;промышленные рабочие;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1952;Жилищно-коммунальное хозяйство;1994;2;;40;7500;8000;2;2;2;1;3
Коми АССР, Усинск и Усинский район;1;;7-9 классов школы (незак. среднее) и какое-либо ПТУ с диплом;3;1;1987;;;;;;;;;;;;1
Коми АССР, Усинск и Усинский район;1;;9 классов школы;3;1;1989;;;;;;;;;;;;2
Коми АССР, Усинск и Усинский район;1;профессионалы с высшим образованием;есть диплом о высшем образовании;6;2;1975;Образование;1999;2;;32;8200;8100;4;3;2;2;2
Коми АССР, Усинск и Усинский район;;;2 классов школы;;2;1997;;;;;;;;;;;;
Коми АССР, Усинск и Усинский район;;;0 классов школы;;1;1998;;;;;;;;;;;;
Владивосток;2;;7 классов школы;2;2;1935;;;;;;;;;;1;0;4
Владивосток;5;;5 классов школы;1;2;1928;;;;;;;;;;2;0;4
Владивосток;;;0 классов школы;;1;1999;;;;;;;;;;;;
Владивосток;2;промышленные рабочие;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1958;Органы управления;1997;2;;40;3000;2000;2;4;1;0;2
Владивосток;2;;среднее образование - есть аттестат о ср. образовании;4;2;1964;;;;;;;;;;1;0;3
Владивосток;1;;10 и более классов школы и какое-либо професс. обр. с диплом;4;1;1987;;;;;;;;;;;;2
Владивосток;2;занятые в сфере обслуживания;8 классов школы;2;2;1975;Торговля, бытовое обслуживание;2005;2;;35;5000;2500;1;3;;;2
Владивосток;1;;8 классов школы;2;2;1991;;;;;;;;;;;;2
Амурская область, Тамбовский район;2;занятые в сфере обслуживания;10 и более классов школы и какое-либо професс. обр. с диплом;4;2;1979;Торговля, бытовое обслуживание;2003;2;;36;1700;1700;3;3;2;2;5
Амурская область, Тамбовский район;;;0 классов школы;;1;2000;;;;;;;;;;;;
Амурская область, Тамбовский район;1;;9 классов школы;3;2;1989;;;;;;;;;;;;2
Амурская область, Тамбовский район;4;профессионалы со средним специальным образованием;есть диплом о высшем образовании;6;2;1970;Сельское хозяйство;2000;2;;35;;3500;;3;1;1;3
