Date,DAX,CAC40
16.08.2012,6909.680176,3480.48999
15.08.2012,6944.560059,3449.199951
14.08.2012,6964.990234,3450.27002
13.08.2012,6966.149902,3426.409912
10.08.2012,6967.950195,3435.620117
09.08.2012,6918.720215,3456.709961
08.08.2012,6865.660156,3438.26001
07.08.2012,6606.089844,3453.280029
06.08.2012,6754.459961,3401.560059
03.08.2012,6772.259766,3374.189941
02.08.2012,6774.060059,3232.459961
01.08.2012,6689.399902,3321.560059
31.07.2012,6582.959961,3291.659912
30.07.2012,6406.52002,3320.709961
27.07.2012,6390.410156,3280.189941
26.07.2012,6419.330078,3207.120117
25.07.2012,6630.02002,3081.73999
24.07.2012,6758.390137,3074.679932
23.07.2012,6684.419922,3101.530029
20.07.2012,6577.640137,3193.889893
19.07.2012,6565.720215,3263.639893
18.07.2012,6557.100098,3235.399902
17.07.2012,6419.350098,3176.969971
16.07.2012,6453.850098,3179.899902
13.07.2012,6438.330078,3180.810059
12.07.2012,6387.569824,3135.179932
11.07.2012,6410.109863,3157.25
10.07.2012,6535.560059,3175.409912
09.07.2012,6564.799805,3156.800049
06.07.2012,6578.209961,3168.790039
05.07.2012,6496.080078,3229.360107
04.07.2012,6416.279785,3267.75
03.07.2012,6149.910156,3271.199951
02.07.2012,6228.990234,3240.199951
29.06.2012,6136.689941,3196.649902
28.06.2012,6132.390137,3051.679932
27.06.2012,6263.25,3063.120117
26.06.2012,6343.129883,3012.709961
25.06.2012,6392.129883,3021.639893
22.06.2012,6363.359863,3090.899902
21.06.2012,6248.200195,3114.219971
20.06.2012,6229.410156,3126.52002
19.06.2012,6138.609863,3117.919922
18.06.2012,6152.490234,3066.189941
15.06.2012,6161.240234,3087.620117
14.06.2012,6141.049805,3032.449951
13.06.2012,6130.819824,3030.040039
12.06.2012,6144.220215,3046.909912
11.06.2012,6093.990234,3042.76001
08.06.2012,5969.399902,3051.689941
07.06.2012,5978.22998,3071.159912
06.06.2012,6050.290039,3058.439941
05.06.2012,6264.379883,2986.100098
04.06.2012,6280.799805,2954.48999
01.06.2012,6396.839844,2950.469971
31.05.2012,6323.189941,3017.01001
30.05.2012,6339.939941,3015.580078
29.05.2012,6315.890137,3084.699951
28.05.2012,6285.75,3042.969971
25.05.2012,6435.600098,3047.939941
24.05.2012,6331.040039,3038.25
23.05.2012,6271.220215,3003.27002
22.05.2012,6308.959961,3084.090088
21.05.2012,6384.259766,3027.149902
18.05.2012,6401.060059,3008
17.05.2012,6451.970215,3011.98999
16.05.2012,6579.930176,3048.669922
15.05.2012,6518,3039.27002
14.05.2012,6475.310059,3057.98999
11.05.2012,6444.740234,3129.77002
10.05.2012,6569.47998,3130.169922
09.05.2012,6561.470215,3118.649902
08.05.2012,6694.439941,3124.800049
07.05.2012,6710.77002,3214.219971
04.05.2012,6761.189941,3161.969971
03.05.2012,6801.319824,3223.360107
02.05.2012,6739.899902,3226.330078
30.04.2012,6704.5,3212.800049
27.04.2012,6590.410156,3266.27002
26.04.2012,6523,3229.320068
25.04.2012,6750.120117,3233.459961
24.04.2012,6671.220215,3169.320068
23.04.2012,6732.029785,3098.370117
20.04.2012,6801,3188.580078
19.04.2012,6625.189941,3174.02002
18.04.2012,6583.899902,3240.290039
17.04.2012,6743.240234,3292.51001
16.04.2012,6674.72998,3205.280029
13.04.2012,6606.430176,3189.090088
12.04.2012,6775.259766,3269.790039
11.04.2012,6784.060059,3237.689941
10.04.2012,6982.279785,3217.600098
05.04.2012,7056.649902,3319.810059
04.04.2012,6946.830078,3313.469971
03.04.2012,6875.149902,3406.780029
02.04.2012,6998.799805,3462.909912
30.03.2012,7078.899902,3423.810059
29.03.2012,7079.22998,3381.120117
28.03.2012,6995.620117,3430.149902
27.03.2012,6981.259766,3469.590088
26.03.2012,7071.319824,3501.97998
23.03.2012,7054.939941,3476.179932
22.03.2012,7154.220215,3472.459961
21.03.2012,7157.819824,3527.370117
20.03.2012,7144.450195,3530.830078
19.03.2012,7079.419922,3577.879883
16.03.2012,6995.910156,3594.830078
15.03.2012,6901.350098,3580.209961
14.03.2012,6880.209961,3564.51001
13.03.2012,6834.540039,3550.159912
12.03.2012,6671.109863,3490.060059
09.03.2012,6633.109863,3487.47998
08.03.2012,6866.459961,3478.360107
07.03.2012,6921.370117,3392.330078
06.03.2012,6941.77002,3362.560059
05.03.2012,6856.080078,3487.540039
02.03.2012,6887.629883,3501.169922
01.03.2012,6849.600098,3499.72998
29.02.2012,6864.430176,3452.449951
28.02.2012,6809.459961,3453.98999
27.02.2012,6843.870117,3441.449951
24.02.2012,6908.180176,3467.030029
23.02.2012,6948.299805,3447.310059
22.02.2012,6848.029785,3447.370117
21.02.2012,6751.959961,3465.23999
20.02.2012,6757.939941,3472.540039
17.02.2012,6728.189941,3439.620117
16.02.2012,6738.470215,3393.25
15.02.2012,6692.959961,3390.350098
14.02.2012,6788.799805,3375.639893
13.02.2012,6748.759766,3384.550049
10.02.2012,6754.200195,3373.139893
09.02.2012,6764.830078,3424.709961
08.02.2012,6766.669922,3410
07.02.2012,6655.629883,3411.540039
06.02.2012,6616.640137,3405.27002
03.02.2012,6458.910156,3427.919922
02.02.2012,6444.450195,3376.659912
01.02.2012,6511.97998,3367.459961
31.01.2012,6539.850098,3298.550049
30.01.2012,6421.850098,3265.639893
27.01.2012,6419.220215,3318.76001
26.01.2012,6436.620117,3363.22998
25.01.2012,6404.390137,3312.47998
24.01.2012,6416.259766,3322.649902
23.01.2012,6354.569824,3338.419922
20.01.2012,6332.930176,3321.5
19.01.2012,6220.009766,3328.939941
18.01.2012,6143.080078,3264.929932
17.01.2012,6179.209961,3269.98999
16.01.2012,6152.339844,3225
13.01.2012,6162.97998,3196.48999
12.01.2012,6017.22998,3199.97998
11.01.2012,6057.919922,3204.830078
10.01.2012,6095.990234,3210.790039
09.01.2012,6111.549805,3127.689941
06.01.2012,6166.569824,3137.360107
05.01.2012,5898.350098,3144.909912
04.01.2012,5848.779785,3193.649902
03.01.2012,5771.27002,3245.399902
02.01.2012,5889.759766,3222.300049
30.12.2011,5878.930176,3159.810059
29.12.2011,5852.180176,3127.560059
28.12.2011,5791.529785,3071.080078
27.12.2011,5847.029785,3103.110107
23.12.2011,5670.709961,3102.090088
22.12.2011,5701.779785,3071.800049
21.12.2011,5730.620117,3030.469971
20.12.2011,5675.140137,3055.389893
19.12.2011,5774.259766,2974.199951
16.12.2011,5785.430176,2972.300049
15.12.2011,5986.709961,2998.72998
14.12.2011,5874.439941,2976.169922
13.12.2011,5994.72998,3078.719971
12.12.2011,6028.819824,3089.590088
09.12.2011,6106.089844,3172.350098
08.12.2011,6080.680176,3095.48999
07.12.2011,6035.879883,3175.97998
06.12.2011,6088.839844,3179.629883
05.12.2011,5799.910156,3201.280029
02.12.2011,5745.330078,3164.949951
01.12.2011,5492.870117,3129.949951
30.11.2011,5428.149902,3154.620117
29.11.2011,5457.77002,3026.76001
28.11.2011,5537.390137,3012.929932
25.11.2011,5606,2856.969971
24.11.2011,5800.240234,2822.25
23.11.2011,5850.169922,2822.429932
22.11.2011,5913.359863,2870.679932
21.11.2011,5933.140137,2894.939941
18.11.2011,5985.02002,2997.01001
17.11.2011,6057.029785,3010.290039
16.11.2011,5867.810059,3064.899902
15.11.2011,5829.540039,3049.129883
14.11.2011,5961.439941,3108.949951
11.11.2011,5928.680176,3149.379883
10.11.2011,5966.160156,3064.840088
09.11.2011,6133.180176,3075.159912
08.11.2011,5965.629883,3143.300049
07.11.2011,5834.509766,3103.600098
04.11.2011,6141.339844,3123.550049
03.11.2011,6346.189941,3195.469971
02.11.2011,6337.839844,3110.590088
01.11.2011,6016.069824,3068.330078
31.10.2011,6046.75,3242.840088
28.10.2011,6055.27002,3348.629883
27.10.2011,5970.959961,3368.620117
26.10.2011,5766.47998,3169.620117
25.10.2011,5913.529785,3174.290039
24.10.2011,5877.410156,3220.459961
21.10.2011,5859.430176,3171.340088
20.10.2011,5967.200195,3084.070068
19.10.2011,5914.839844,3157.340088
18.10.2011,5994.470215,3141.100098
17.10.2011,5865.009766,3166.060059
14.10.2011,5847.290039,3217.889893
13.10.2011,5675.700195,3186.939941
12.10.2011,5645.25,3229.76001
11.10.2011,5473.029785,3153.52002
10.10.2011,5216.709961,3161.469971
07.10.2011,5376.700195,3095.560059
06.10.2011,5502.02002,3075.370117
05.10.2011,5639.580078,2973.899902
04.10.2011,5578.419922,2850.550049
03.10.2011,5628.439941,2926.830078
30.09.2011,5345.560059,2981.959961
29.09.2011,5196.560059,3027.649902
28.09.2011,5164.209961,2995.620117
27.09.2011,5433.799805,3023.379883
26.09.2011,5571.680176,2859.340088
23.09.2011,5415.910156,2810.110107
22.09.2011,5573.509766,2781.679932
21.09.2011,5508.240234,2935.820068
20.09.2011,5340.189941,2984.050049
19.09.2011,5166.359863,2940
16.09.2011,5072.330078,3031.080078
15.09.2011,5189.930176,3045.620117
14.09.2011,5408.459961,2949.139893
13.09.2011,5405.529785,2894.929932
12.09.2011,5193.970215,2854.810059
09.09.2011,5246.200195,2974.590088
08.09.2011,5538.330078,3085.830078
07.09.2011,5730.629883,3073.179932
06.09.2011,5784.850098,2965.639893
05.09.2011,5643.919922,2999.540039
02.09.2011,5670.069824,3148.530029
01.09.2011,5537.47998,3265.830078
31.08.2011,5584.140137,3256.76001
30.08.2011,5681.080078,3159.73999
29.08.2011,5532.379883,3154.199951
26.08.2011,5473.779785,3087.639893
25.08.2011,5480,3119
24.08.2011,5602.799805,3139.550049
23.08.2011,5948.939941,3084.370117
22.08.2011,5994.899902,3051.360107
19.08.2011,6022.240234,3016.98999
18.08.2011,5997.740234,3076.040039
17.08.2011,5797.660156,3254.340088
16.08.2011,5613.419922,3230.899902
15.08.2011,5917.080078,3239.060059
12.08.2011,5923.27002,3213.879883
11.08.2011,6236.160156,3089.659912
10.08.2011,6414.759766,3002.98999
09.08.2011,6640.589844,3176.189941
08.08.2011,6796.75,3125.189941
05.08.2011,6953.97998,3278.560059
04.08.2011,7158.77002,3320.350098
03.08.2011,7190.060059,3454.939941
02.08.2011,7252.680176,3522.790039
01.08.2011,7349.450195,3588.050049
29.07.2011,7344.540039,3672.77002
28.07.2011,7326.390137,3712.659912
27.07.2011,7290.140137,3734.070068
26.07.2011,7221.359863,3787.879883
25.07.2011,7192.669922,3812.969971
22.07.2011,7107.919922,3842.699951
21.07.2011,7220.120117,3816.75
20.07.2011,7214.740234,3754.600098
19.07.2011,7267.870117,3694.949951
18.07.2011,7174.140137,3650.709961
15.07.2011,7230.25,3726.590088
14.07.2011,7402.72998,3751.22998
13.07.2011,7471.439941,3793.27002
12.07.2011,7431.189941,3774.120117
11.07.2011,7439.439941,3807.51001
08.07.2011,7442.959961,3913.550049
07.07.2011,7419.439941,3979.959961
06.07.2011,7376.240234,3961.340088
05.07.2011,7294.140137,3978.830078
04.07.2011,7170.430176,4003.110107
01.07.2011,7107.899902,4007.350098
30.06.2011,7121.379883,3982.209961
29.06.2011,7149.439941,3924.22998
28.06.2011,7278.189941,3851.889893
27.06.2011,7285.509766,3796.550049
24.06.2011,7150.209961,3784.800049
23.06.2011,7164.049805,3787.790039
22.06.2011,7110.200195,3871.370117
21.06.2011,7115.080078,3877.070068
20.06.2011,7204.790039,3799.659912
17.06.2011,7085.140137,3823.73999
16.06.2011,7069.899902,3792.310059
15.06.2011,7159.660156,3806.850098
14.06.2011,7060.22998,3864.580078
13.06.2011,7103.25,3807.610107
10.06.2011,7084.569824,3805.090088
09.06.2011,7109.029785,3878.649902
08.06.2011,7074.120117,3837.97998
07.06.2011,7217.430176,3871.919922
06.06.2011,7293.689941,3863.399902
03.06.2011,7160.299805,3890.679932
02.06.2011,7163.470215,3889.870117
01.06.2011,7114.089844,3964.810059
31.05.2011,7170.939941,4006.939941
30.05.2011,7150.660156,3942.530029
27.05.2011,7121.52002,3950.97998
26.05.2011,7266.819824,3917.219971
25.05.2011,7358.22998,3928.98999
24.05.2011,7303.529785,3916.879883
23.05.2011,7256.649902,3906.97998
20.05.2011,7387.540039,3990.850098
19.05.2011,7403.310059,4027.73999
18.05.2011,7443.950195,3978
17.05.2011,7495.049805,3941.580078
16.05.2011,7501.52002,3989.820068
13.05.2011,7410.52002,4018.850098
12.05.2011,7492.25,4023.290039
11.05.2011,7376.959961,4058.080078
10.05.2011,7373.930176,4052.51001
09.05.2011,7500.700195,4007.26001
06.05.2011,7527.640137,4058.01001
05.05.2011,7514.459961,4004.870117
04.05.2011,7475.220215,4043.129883
03.05.2011,7404.950195,4096.839844
02.05.2011,7356.509766,4108.77002
29.04.2011,7295.490234,4106.919922
28.04.2011,7295.490234,4104.899902
27.04.2011,7249.189941,4067.719971
26.04.2011,7039.310059,4045.290039
21.04.2011,7026.850098,4021.879883
20.04.2011,7178.290039,4004.620117
19.04.2011,7146.560059,3908.580078
18.04.2011,7177.970215,3881.23999
15.04.2011,7102.910156,3974.47998
14.04.2011,7204.859863,3970.389893
13.04.2011,7217.02002,4006.22998
12.04.2011,7178.779785,3976.600098
11.04.2011,7215.109863,4038.699951
08.04.2011,7175.310059,4061.909912
07.04.2011,7175.330078,4028.300049
06.04.2011,7179.810059,4048.159912
05.04.2011,7041.310059,4041.73999
04.04.2011,7057.149902,4042.919922
01.04.2011,6934.439941,4054.76001
31.03.2011,6938.629883,3989.179932
30.03.2011,6946.359863,4024.439941
29.03.2011,6933.580078,3987.800049
28.03.2011,6804.450195,3976.949951
25.03.2011,6780.970215,3972.379883
24.03.2011,6816.120117,3968.840088
23.03.2011,6664.399902,3913.72998
22.03.2011,6656.879883,3892.709961
21.03.2011,6513.839844,3904.449951
18.03.2011,6647.660156,3810.219971
17.03.2011,6866.629883,3786.209961
16.03.2011,6981.490234,3696.560059
15.03.2011,7063.089844,3780.850098
14.03.2011,7131.799805,3878.040039
11.03.2011,7164.75,3928.679932
10.03.2011,7161.930176,3963.98999
09.03.2011,7178.899902,3993.810059
08.03.2011,7225.959961,4015.909912
07.03.2011,7181.120117,3990.409912
04.03.2011,7223.299805,4020.209961
03.03.2011,7272.319824,4060.76001
02.03.2011,7185.169922,4034.320068
01.03.2011,7130.5,4067.149902
28.02.2011,7194.600098,4110.350098
25.02.2011,7318.350098,4070.379883
24.02.2011,7321.810059,4009.639893
23.02.2011,7426.810059,4013.120117
22.02.2011,7405.509766,4050.27002
21.02.2011,7414.299805,4097.410156
18.02.2011,7400.040039,4157.140137
17.02.2011,7396.629883,4152.310059
16.02.2011,7371.200195,4151.259766
15.02.2011,7340.279785,4110.339844
14.02.2011,7320.899902,4096.620117
11.02.2011,7323.240234,4101.310059
10.02.2011,7283.620117,4095.139893
09.02.2011,7216.209961,4090.73999
08.02.2011,7193.680176,4108.27002
07.02.2011,7183.669922,4090.800049
04.02.2011,7184.27002,4047.209961
03.02.2011,7077.47998,4036.590088
02.02.2011,7102.799805,4066.530029
01.02.2011,7155.580078,4072.620117
31.01.2011,7127.350098,4005.5
28.01.2011,7059.009766,4002.320068
27.01.2011,7067.77002,4059.570068
26.01.2011,7062.419922,4049.070068
25.01.2011,7024.27002,4019.620117
24.01.2011,7082.759766,4033.209961
21.01.2011,7143.450195,4017.449951
20.01.2011,7078.060059,3964.840088
19.01.2011,7075.700195,3976.709961
18.01.2011,7075.109863,4012.679932
17.01.2011,7068.779785,3975.409912
14.01.2011,6941.569824,3983.280029
13.01.2011,6857.060059,3974.830078
12.01.2011,6947.839844,3945.070068
11.01.2011,6981.390137,3861.919922
10.01.2011,6939.819824,3802.030029
07.01.2011,6975.350098,3865.580078
06.01.2011,6989.740234,3904.419922
05.01.2011,6914.189941,3904.610107
04.01.2011,6914.189941,3916.030029
03.01.2011,6995.470215,3900.860107
31.12.2010,6972.100098,3804.780029
30.12.2010,6970.72998,3850.76001
29.12.2010,7057.689941,3890.649902
28.12.2010,7067.919922,3858.719971
27.12.2010,7077.990234,3862.189941
24.12.2010,7018.600098,3900.389893
23.12.2010,6982.450195,3911.320068
22.12.2010,7024.399902,3919.709961
21.12.2010,7016.370117,3927.48999
20.12.2010,7027.399902,3885.080078
17.12.2010,7029.390137,3867.350098
16.12.2010,7006.169922,3888.360107
15.12.2010,6964.160156,3880.189941
14.12.2010,6975.870117,3902.870117
13.12.2010,7001.910156,3892.439941
10.12.2010,6954.379883,3857.350098
09.12.2010,6947.720215,3858.050049
08.12.2010,6957.609863,3831.97998
07.12.2010,6866.629883,3810.5
06.12.2010,6688.490234,3749.22998
03.12.2010,6697.970215,3750.550049
02.12.2010,6848.97998,3747.040039
01.12.2010,6879.660156,3669.290039
30.11.2010,6823.799805,3610.439941
29.11.2010,6705,3636.959961
26.11.2010,6822.049805,3728.649902
25.11.2010,6843.549805,3760.419922
24.11.2010,6832.109863,3747.610107
23.11.2010,6700.069824,3724.419922
22.11.2010,6663.240234,3818.889893
19.11.2010,6790.169922,3860.159912
18.11.2010,6734.609863,3867.969971
17.11.2010,6723.410156,3792.350098
16.11.2010,6719.839844,3762.469971
15.11.2010,6787.810059,3864.23999
12.11.2010,6750.5,3831.120117
11.11.2010,6754.200195,3867.350098
10.11.2010,6734.689941,3888.449951
09.11.2010,6617.799805,3945.709961
08.11.2010,6654.310059,3913.699951
05.11.2010,6604.859863,3916.72998
04.11.2010,6601.370117,3916.780029
03.11.2010,6595.279785,3842.939941
02.11.2010,6568,3865.719971
01.11.2010,6613.799805,3841.110107
29.10.2010,6639.209961,3833.5
28.10.2010,6605.839844,3834.840088
27.10.2010,6611.009766,3815.77002
26.10.2010,6524.549805,3852.659912
25.10.2010,6490.689941,3870
22.10.2010,6516.629883,3868.540039
21.10.2010,6492.299805,3878.27002
20.10.2010,6455.27002,3828.149902
19.10.2010,6434.52002,3807.169922
18.10.2010,6304.569824,3834.5
15.10.2010,6309.509766,3827.370117
14.10.2010,6291.669922,3819.169922
13.10.2010,6276.25,3828.340088
12.10.2010,6270.72998,3748.860107
11.10.2010,6215.830078,3768.48999
08.10.2010,6134.209961,3763.179932
07.10.2010,6211.339844,3770.469971
06.10.2010,6229.02002,3764.909912
05.10.2010,6246.919922,3731.929932
04.10.2010,6276.089844,3649.810059
01.10.2010,6278.890137,3692.090088
30.09.2010,6298.299805,3715.179932
29.09.2010,6184.709961,3737.120117
28.09.2010,6208.330078,3762.350098
27.09.2010,6275.97998,3766.159912
24.09.2010,6294.580078,3782.47998
23.09.2010,6209.759766,3710.610107
22.09.2010,6249.649902,3735.050049
21.09.2010,6261.870117,3784.399902
20.09.2010,6275.410156,3788.01001
17.09.2010,6261.680176,3722.02002
16.09.2010,6214.77002,3736.300049
15.09.2010,6221.52002,3755.639893
14.09.2010,6164.439941,3774.399902
13.09.2010,6117.890137,3767.149902
10.09.2010,6155.040039,3725.820068
09.09.2010,6134.620117,3722.149902
08.09.2010,6083.850098,3677.209961
07.09.2010,6083.899902,3643.810059
06.09.2010,5925.220215,3684.72998
03.09.2010,5912.410156,3672.199951
02.09.2010,5951.169922,3631.429932
01.09.2010,5912.580078,3623.840088
31.08.2010,5899.5,3490.790039
30.08.2010,5935.439941,3487.01001
27.08.2010,6010.910156,3507.439941
26.08.2010,6005.160156,3475.030029
25.08.2010,6075.129883,3450.189941
24.08.2010,6186.310059,3491.110107
23.08.2010,6206.399902,3553.22998
20.08.2010,6110.569824,3526.120117
19.08.2010,6110.410156,3572.399902
18.08.2010,6135.169922,3647.929932
17.08.2010,6154.069824,3663.129883
16.08.2010,6286.25,3597.600098
13.08.2010,6351.600098,3610.909912
12.08.2010,6259.629883,3621.070068
11.08.2010,6333.580078,3628.290039
10.08.2010,6331.330078,3730.580078
09.08.2010,6307.910156,3777.370117
06.08.2010,6292.129883,3716.050049
05.08.2010,6147.970215,3764.189941
04.08.2010,6134.700195,3760.719971
03.08.2010,6178.939941,3747.51001
02.08.2010,6207.310059,3752.030029
30.07.2010,6194.209961,3643.139893
29.07.2010,6166.339844,3651.909912
28.07.2010,6142.149902,3670.360107
27.07.2010,5990.379883,3666.399902
26.07.2010,5967.490234,3636.179932
23.07.2010,6009.109863,3607.050049
22.07.2010,6040.27002,3600.570068
21.07.2010,6149.359863,3493.919922
20.07.2010,6209.759766,3468.02002
19.07.2010,6191.129883,3486.330078
16.07.2010,6077.189941,3500.159912
15.07.2010,6065.240234,3581.820068
14.07.2010,6035.660156,3632.97998
13.07.2010,5992.859863,3637.76001
12.07.2010,5940.97998,3567.659912
09.07.2010,5816.200195,3554.47998
08.07.2010,5834.149902,3538.25
07.07.2010,5857.430176,3483.439941
06.07.2010,5965.52002,3423.360107
05.07.2010,5952.029785,3332.459961
02.07.2010,6157.220215,3348.370117
01.07.2010,6070.600098,3339.899902
30.06.2010,6115.47998,3442.889893
29.06.2010,6204.52002,3432.98999
28.06.2010,6269.040039,3576.449951
25.06.2010,6292.970215,3519.72998
24.06.2010,6216.97998,3555.360107
23.06.2010,6223.540039,3641.790039
22.06.2010,6190.910156,3705.320068
21.06.2010,6175.049805,3736.149902
18.06.2010,6125,3687.209961
17.06.2010,6047.830078,3683.080078
16.06.2010,6056.589844,3675.929932
15.06.2010,5984.75,3661.51001
14.06.2010,5868.549805,3626.040039
11.06.2010,5904.950195,3555.52002
10.06.2010,5938.879883,3516.639893
09.06.2010,6054.629883,3446.77002
08.06.2010,5981.200195,3380.360107
07.06.2010,5981.27002,3413.719971
04.06.2010,5964.330078,3455.610107
03.06.2010,5946.180176,3557.340088
02.06.2010,5937.140137,3501.5
01.06.2010,5758.02002,3503.080078
31.05.2010,5670.040039,3507.560059
28.05.2010,5805.680176,3515.060059
27.05.2010,5829.25,3525.310059
26.05.2010,5867.879883,3408.590088
25.05.2010,5988.669922,3331.290039
24.05.2010,6155.930176,3430.929932
21.05.2010,6066.919922,3430.73999
20.05.2010,6056.709961,3432.52002
19.05.2010,6251.970215,3511.669922
18.05.2010,6183.490234,3617.320068
17.05.2010,6037.709961,3543.550049
14.05.2010,6017.910156,3560.360107
13.05.2010,5715.089844,3731.540039
12.05.2010,5908.259766,3733.870117
11.05.2010,5958.450195,3693.199951
10.05.2010,6006.859863,3720.290039
07.05.2010,6166.919922,3392.590088
06.05.2010,6135.700195,3556.110107
05.05.2010,6144.910156,3636.030029
04.05.2010,6084.339844,3689.290039
03.05.2010,6159.509766,3828.459961
30.04.2010,6332.100098,3816.98999
29.04.2010,6259.529785,3840.620117
28.04.2010,6168.720215,3787
27.04.2010,6230.379883,3844.600098
26.04.2010,6264.22998,3997.389893
23.04.2010,6162.439941,3951.300049
22.04.2010,6180.899902,3924.649902
21.04.2010,6291.450195,3977.669922
20.04.2010,6278.399902,4026.649902
19.04.2010,6230.830078,3970.469971
16.04.2010,6250.689941,3986.629883
15.04.2010,6249.700195,4065.649902
14.04.2010,6171.830078,4057.699951
13.04.2010,6222.410156,4031.98999
12.04.2010,6252.209961,4050.5
09.04.2010,6235.560059,4050.540039
08.04.2010,6235.560059,3978.459961
07.04.2010,6153.549805,4026.969971
06.04.2010,6142.450195,4053.939941
01.04.2010,6156.850098,4034.22998
31.03.2010,6120.049805,3974.01001
30.03.2010,6132.950195,3987.409912
29.03.2010,6039,4000.659912
26.03.2010,6017.27002,3988.929932
25.03.2010,5987.5,4000.47998
24.03.2010,5982.430176,3949.810059
23.03.2010,6012.310059,3952.550049
22.03.2010,6024.279785,3928
19.03.2010,5970.990234,3925.439941
18.03.2010,5903.560059,3938.179932
17.03.2010,5945.109863,3957.889893
16.03.2010,5928.629883,3938.949951
15.03.2010,5936.720215,3890.909912
12.03.2010,5885.890137,3927.399902
11.03.2010,5875.910156,3928.949951
10.03.2010,5877.359863,3943.550049
09.03.2010,5795.319824,3910.01001
08.03.2010,5817.879883,3903.540039
05.03.2010,5776.560059,3910.419922
04.03.2010,5713.509766,3828.409912
03.03.2010,5598.459961,3842.52002
02.03.2010,5532.330078,3811.919922
01.03.2010,5615.509766,3769.540039
26.02.2010,5604.069824,3708.800049
25.02.2010,5688.439941,3640.77002
24.02.2010,5722.049805,3715.679932
23.02.2010,5680.410156,3707.060059
22.02.2010,5648.339844,3756.699951
19.02.2010,5592.120117,3769.540039
18.02.2010,5511.100098,3747.830078
17.02.2010,5500.390137,3725.209961
16.02.2010,5503.930176,3669.040039
15.02.2010,5536.370117,3609.219971
12.02.2010,5498.259766,3599.070068
11.02.2010,5484.850098,3616.75
10.02.2010,5434.339844,3635.610107
09.02.2010,5533.240234,3612.76001
08.02.2010,5672.089844,3607.27002
05.02.2010,5709.660156,3563.76001
04.02.2010,5654.47998,3689.25
03.02.2010,5608.790039,3793.469971
02.02.2010,5540.330078,3812.129883
01.02.2010,5643.200195,3762.01001
29.01.2010,5668.930176,3739.459961
28.01.2010,5631.370117,3688.790039
27.01.2010,5695.319824,3759.800049
26.01.2010,5746.970215,3807.040039
25.01.2010,5851.529785,3781.850098
22.01.2010,5976.47998,3820.780029
21.01.2010,5918.549805,3862.159912
20.01.2010,5875.970215,3928.949951
19.01.2010,5988.879883,4009.669922
18.01.2010,5963.140137,3977.459961
15.01.2010,5943,3954.379883
14.01.2010,6040.5,4015.77002
13.01.2010,6037.609863,4000.860107
12.01.2010,6019.359863,4000.050049
11.01.2010,6034.330078,4043.090088
08.01.2010,6031.859863,4045.139893
07.01.2010,6048.299805,4024.800049
06.01.2010,5957.430176,4017.669922
05.01.2010,6011.549805,4012.909912
04.01.2010,6002.919922,4013.969971
31.12.2009,5957.439941,3936.330078
30.12.2009,5945.689941,3935.5
29.12.2009,5930.529785,3959.97998
28.12.2009,5831.209961,3947.149902
24.12.2009,5844.439941,3912.72998
23.12.2009,5903.430176,3910.75
22.12.2009,5811.339844,3898.379883
21.12.2009,5802.259766,3872.060059
18.12.2009,5756.290039,3794.439941
17.12.2009,5709.02002,3830.820068
16.12.2009,5647.839844,3875.820068
15.12.2009,5688.580078,3834.090088
14.12.2009,5784.75,3830.439941
11.12.2009,5817.649902,3803.719971
10.12.2009,5770.350098,3798.379883
09.12.2009,5781.680176,3757.389893
08.12.2009,5776.609863,3785.300049
07.12.2009,5625.950195,3840.050049
04.12.2009,5685.609863,3846.620117
03.12.2009,5614.169922,3799.110107
02.12.2009,5803.02002,3795.919922
01.12.2009,5769.310059,3775.73999
30.11.2009,5801.47998,3680.149902
27.11.2009,5663.149902,3721.449951
26.11.2009,5702.180176,3679.22998
25.11.2009,5787.609863,3809.159912
24.11.2009,5778.430176,3784.620117
23.11.2009,5804.819824,3813.169922
20.11.2009,5686.830078,3729.360107
19.11.2009,5663.959961,3760.219971
18.11.2009,5668.350098,3828.159912
17.11.2009,5613.200195,3829.060059
16.11.2009,5619.720215,3863.159912
13.11.2009,5488.25,3806.01001
12.11.2009,5480.919922,3808.070068
11.11.2009,5444.22998,3814.389893
10.11.2009,5353.350098,3785.590088
09.11.2009,5430.819824,3785.48999
06.11.2009,5414.959961,3707.290039
05.11.2009,5587.450195,3708.72998
04.11.2009,5496.27002,3670.330078
03.11.2009,5635.02002,3584.25
02.11.2009,5642.160156,3639.459961
30.10.2009,5740.25,3607.689941
29.10.2009,5762.930176,3714.02002
28.10.2009,5833.490234,3663.780029
27.10.2009,5811.77002,3743.949951
26.10.2009,5852.560059,3744.449951
23.10.2009,5743.390137,3808.23999
22.10.2009,5830.77002,3820.850098
21.10.2009,5854.140137,3873.219971
20.10.2009,5714.310059,3871.449951
19.10.2009,5783.22998,3892.360107
16.10.2009,5711.879883,3827.600098
15.10.2009,5716.540039,3883.830078
14.10.2009,5640.75,3882.669922
13.10.2009,5657.640137,3801.389893
12.10.2009,5508.850098,3845.800049
09.10.2009,5467.899902,3799.610107
08.10.2009,5554.549805,3806.810059
07.10.2009,5675.160156,3756.409912
06.10.2009,5713.52002,3770.209961
05.10.2009,5736.310059,3675.01001
02.10.2009,5581.410156,3649.899902
01.10.2009,5605.209961,3720.77002
